Year,Country_of_Origin_ISO,Country_of_Origin,Country_of_Asylum,Country_of_Asylum_ISO,Country_of_Resettlement_ISO,Country_of_Resettlement,Total_submissons_persons
2016,SYR,"Syrian Arab Rep.",All others,"All others",FIN,"Finland",997
2016,SYR,"Syrian Arab Rep.",All others,"All others",MCO,"Monaco",4
2016,IRQ,"Iraq",All others,"All others",DNK,"Denmark",8
2016,SYR,"Syrian Arab Rep.",All others,"All others",AUT,"Austria",229
2016,SYR,"Syrian Arab Rep.",All others,"All others",FRA,"France",4280
2016,SYR,"Syrian Arab Rep.",All others,"All others",MLT,"Malta",6
2016,SYR,"Syrian Arab Rep.",ECU,"Ecuador",USA,"United States of America",5
2016,IRQ,"Iraq",All others,"All others",FRA,"France",15
2016,SYR,"Syrian Arab Rep.",All others,"All others",BEL,"Belgium",396
2016,SYR,"Syrian Arab Rep.",All others,"All others",GBR,"United Kingdom of Great Britain and Northern Ireland",7476
2016,IRQ,"Iraq",All others,"All others",GBR,"United Kingdom of Great Britain and Northern Ireland",371
2016,SYR,"Syrian Arab Rep.",All others,"All others",NLD,"Netherlands",1190
2016,SYR,"Syrian Arab Rep.",All others,"All others",BGR,"Bulgaria",41
2016,SYR,"Syrian Arab Rep.",All others,"All others",HRV,"Croatia",35
2016,IRQ,"Iraq",All others,"All others",IRL,"Ireland",11
2016,SYR,"Syrian Arab Rep.",All others,"All others",NOR,"Norway",3581
2016,SYR,"Syrian Arab Rep.",GRD,"Grenada",USA,"United States of America",1
2016,SYR,"Syrian Arab Rep.",TTO,"Trinidad and Tobago",USA,"United States of America",5
2016,SYR,"Syrian Arab Rep.",All others,"All others",CAN,"Canada",16886
2016,SYR,"Syrian Arab Rep.",All others,"All others",HUN,"Hungary",4
2016,IRQ,"Iraq",CUB,"Cuba",CAN,"Canada",2
2016,IRQ,"Iraq",All others,"All others",ITA,"Italy",8
2016,SYR,"Syrian Arab Rep.",All others,"All others",NZL,"New Zealand",421
2016,SYR,"Syrian Arab Rep.",All others,"All others",CHE,"Switzerland",866
2016,SYR,"Syrian Arab Rep.",All others,"All others",IRL,"Ireland",314
2016,SYR,"Syrian Arab Rep.",JAM,"Jamaica",CAN,"Canada",3
2016,IRQ,"Iraq",All others,"All others",NLD,"Netherlands",32
2016,SYR,"Syrian Arab Rep.",All others,"All others",PRT,"Portugal",46
2016,SYR,"Syrian Arab Rep.",All others,"All others",CZE,"Czechia",105
2017,SYR,"Syrian Arab Rep.",All others,"All others",AUS,"Australia",81
2017,SYR,"Syrian Arab Rep.",All others,"All others",PRT,"Portugal",221
2017,SYR,"Syrian Arab Rep.",All others,"All others",FRA,"France",4207
2017,SYR,"Syrian Arab Rep.",All others,"All others",IRL,"Ireland",303
2017,IRQ,"Iraq",All others,"All others",ISL,"Iceland",36
2017,SYR,"Syrian Arab Rep.",All others,"All others",ROU,"Romania",48
2017,SYR,"Syrian Arab Rep.",All others,"All others",AUT,"Austria",253
2017,SYR,"Syrian Arab Rep.",All others,"All others",ISL,"Iceland",21
2017,IRQ,"Iraq",All others,"All others",ITA,"Italy",4
2017,SYR,"Syrian Arab Rep.",All others,"All others",SVN,"Slovenia",67
2017,SYR,"Syrian Arab Rep.",All others,"All others",BEL,"Belgium",1357
2017,SYR,"Syrian Arab Rep.",TTO,"Trinidad and Tobago",CAN,"Canada",7
2017,SYR,"Syrian Arab Rep.",All others,"All others",ITA,"Italy",1062
2017,IRQ,"Iraq",All others,"All others",LUX,"Luxembourg",2
2017,SYR,"Syrian Arab Rep.",All others,"All others",SWE,"Sweden",2875
2017,SYR,"Syrian Arab Rep.",All others,"All others",CAN,"Canada",1320
2017,IRQ,"Iraq",All others,"All others",AUS,"Australia",47
2017,SYR,"Syrian Arab Rep.",All others,"All others",LTU,"Lithuania",191
2017,IRQ,"Iraq",All others,"All others",MCO,"Monaco",30
2017,SYR,"Syrian Arab Rep.",All others,"All others",USA,"United States of America",3939
2017,SYR,"Syrian Arab Rep.",All others,"All others",CHE,"Switzerland",1307
2017,IRQ,"Iraq",All others,"All others",CAN,"Canada",401
2017,SYR,"Syrian Arab Rep.",All others,"All others",LUX,"Luxembourg",216
2017,IRQ,"Iraq",All others,"All others",NLD,"Netherlands",9
2017,SYR,"Syrian Arab Rep.",All others,"All others",CHL,"Chile",95
2017,IRQ,"Iraq",All others,"All others",CHE,"Switzerland",1
2017,SYR,"Syrian Arab Rep.",All others,"All others",LVA,"Latvia",65
2017,IRQ,"Iraq",All others,"All others",NOR,"Norway",8
2017,SYR,"Syrian Arab Rep.",All others,"All others",CYP,"Cyprus",6
2017,IRQ,"Iraq",All others,"All others",DEU,"Germany",10
2017,SYR,"Syrian Arab Rep.",All others,"All others",MLT,"Malta",11
2017,IRQ,"Iraq",All others,"All others",NZL,"New Zealand",53
2017,SYR,"Syrian Arab Rep.",All others,"All others",DEU,"Germany",3652
2017,SYR,"Syrian Arab Rep.",ECU,"Ecuador",USA,"United States of America",3
2017,IRQ,"Iraq",All others,"All others",FIN,"Finland",5
2017,SYR,"Syrian Arab Rep.",All others,"All others",NLD,"Netherlands",2835
2017,IRQ,"Iraq",All others,"All others",SWE,"Sweden",56
2017,SYR,"Syrian Arab Rep.",All others,"All others",ESP,"Spain",1369
2017,IRQ,"Iraq",All others,"All others",FRA,"France",25
2017,IRQ,"Iraq",All others,"All others",USA,"United States of America",1698
2017,SYR,"Syrian Arab Rep.",All others,"All others",NOR,"Norway",3002
2017,SYR,"Syrian Arab Rep.",All others,"All others",EST,"Estonia",143
2017,SYR,"Syrian Arab Rep.",All others,"All others",GBR,"United Kingdom of Great Britain and Northern Ireland",7072
2017,IRQ,"Iraq",All others,"All others",GBR,"United Kingdom of Great Britain and Northern Ireland",650
2017,SYR,"Syrian Arab Rep.",All others,"All others",ARG,"Argentina",105
2017,SYR,"Syrian Arab Rep.",All others,"All others",NZL,"New Zealand",678
2017,SYR,"Syrian Arab Rep.",All others,"All others",FIN,"Finland",664
2017,SYR,"Syrian Arab Rep.",All others,"All others",HRV,"Croatia",157
2017,IRQ,"Iraq",All others,"All others",IRL,"Ireland",5
2018,SYR,"Syrian Arab Rep.",All others,"All others",ITA,"Italy",484
2018,IRQ,"Iraq",All others,"All others",NLD,"Netherlands",11
2018,SYR,"Syrian Arab Rep.",All others,"All others",CHE,"Switzerland",1052
2018,SYR,"Syrian Arab Rep.",All others,"All others",LTU,"Lithuania",13
2018,IRQ,"Iraq",All others,"All others",NOR,"Norway",10
2018,SYR,"Syrian Arab Rep.",All others,"All others",DEU,"Germany",3928
2018,SYR,"Syrian Arab Rep.",ATG,"Antigua and Barbuda",FIN,"Finland",1
2018,IRQ,"Iraq",CUB,"Cuba",NLD,"Netherlands",1
2018,SYR,"Syrian Arab Rep.",All others,"All others",LVA,"Latvia",4
2018,IRQ,"Iraq",All others,"All others",NZL,"New Zealand",9
2018,SYR,"Syrian Arab Rep.",All others,"All others",ESP,"Spain",1125
2018,SYR,"Syrian Arab Rep.",All others,"All others",NLD,"Netherlands",2382
2018,SYR,"Syrian Arab Rep.",TTO,"Trinidad and Tobago",CAN,"Canada",9
2018,IRQ,"Iraq",All others,"All others",PRT,"Portugal",108
2018,SYR,"Syrian Arab Rep.",All others,"All others",EST,"Estonia",88
2018,SYR,"Syrian Arab Rep.",All others,"All others",NOR,"Norway",1212
2018,IRQ,"Iraq",All others,"All others",SWE,"Sweden",74
2018,SYR,"Syrian Arab Rep.",All others,"All others",FIN,"Finland",627
2018,IRQ,"Iraq",All others,"All others",AUS,"Australia",15
2018,SYR,"Syrian Arab Rep.",All others,"All others",NZL,"New Zealand",240
2018,IRQ,"Iraq",All others,"All others",USA,"United States of America",975
2018,SYR,"Syrian Arab Rep.",All others,"All others",FRA,"France",2943
2018,IRQ,"Iraq",All others,"All others",BEL,"Belgium",1
2018,SYR,"Syrian Arab Rep.",All others,"All others",PRT,"Portugal",266
2018,SYR,"Syrian Arab Rep.",All others,"All others",ARG,"Argentina",9
2018,SYR,"Syrian Arab Rep.",All others,"All others",GBR,"United Kingdom of Great Britain and Northern Ireland",4079
2018,IRQ,"Iraq",All others,"All others",CAN,"Canada",1049
2018,SYR,"Syrian Arab Rep.",All others,"All others",SWE,"Sweden",2147
2018,SYR,"Syrian Arab Rep.",All others,"All others",AUS,"Australia",59
2018,SYR,"Syrian Arab Rep.",CUB,"Cuba",NLD,"Netherlands",1
2018,SYR,"Syrian Arab Rep.",All others,"All others",HRV,"Croatia",330
2018,IRQ,"Iraq",All others,"All others",FRA,"France",17
2018,SYR,"Syrian Arab Rep.",All others,"All others",USA,"United States of America",85
2018,SYR,"Syrian Arab Rep.",All others,"All others",BEL,"Belgium",1086
2018,SYR,"Syrian Arab Rep.",All others,"All others",IRL,"Ireland",389
2018,SYR,"Syrian Arab Rep.",HTI,"Haiti",CAN,"Canada",1
2018,IRQ,"Iraq",All others,"All others",GBR,"United Kingdom of Great Britain and Northern Ireland",563
2018,SYR,"Syrian Arab Rep.",All others,"All others",BGR,"Bulgaria",66
2018,SYR,"Syrian Arab Rep.",All others,"All others",ISL,"Iceland",61
2018,SYR,"Syrian Arab Rep.",CUB,"Cuba",SWE,"Sweden",4
2018,IRQ,"Iraq",All others,"All others",IRL,"Ireland",5
2018,SYR,"Syrian Arab Rep.",All others,"All others",CAN,"Canada",5498
2019,SYR,"Syrian Arab Rep.",All others,"All others",NLD,"Netherlands",993
2019,SYR,"Syrian Arab Rep.",CUB,"Cuba",SWE,"Sweden",3
2019,IRQ,"Iraq",All others,"All others",NOR,"Norway",4
2019,IRQ,"Iraq",All others,"All others",DEU,"Germany",84
2019,SYR,"Syrian Arab Rep.",All others,"All others",DEU,"Germany",7961
2019,SYR,"Syrian Arab Rep.",All others,"All others",NOR,"Norway",1627
2019,IRQ,"Iraq",All others,"All others",NZL,"New Zealand",4
2019,SYR,"Syrian Arab Rep.",All others,"All others",ESP,"Spain",1082
2019,SYR,"Syrian Arab Rep.",All others,"All others",NZL,"New Zealand",20
2019,IRQ,"Iraq",All others,"All others",PRT,"Portugal",265
2019,SYR,"Syrian Arab Rep.",All others,"All others",EST,"Estonia",5
2019,SYR,"Syrian Arab Rep.",All others,"All others",PRT,"Portugal",539
2019,IRQ,"Iraq",All others,"All others",SWE,"Sweden",16
2019,SYR,"Syrian Arab Rep.",All others,"All others",FIN,"Finland",563
2019,IRQ,"Iraq",All others,"All others",DNK,"Denmark",1
2019,SYR,"Syrian Arab Rep.",All others,"All others",ROU,"Romania",198
2019,SYR,"Syrian Arab Rep.",TTO,"Trinidad and Tobago",CAN,"Canada",1
2019,IRQ,"Iraq",All others,"All others",USA,"United States of America",70
2019,SYR,"Syrian Arab Rep.",All others,"All others",FRA,"France",1614
2019,IRQ,"Iraq",All others,"All others",ESP,"Spain",1
2019,SYR,"Syrian Arab Rep.",All others,"All others",SWE,"Sweden",2472
2019,SYR,"Syrian Arab Rep.",All others,"All others",ARG,"Argentina",5
2019,SYR,"Syrian Arab Rep.",All others,"All others",GBR,"United Kingdom of Great Britain and Northern Ireland",2225
2019,IRQ,"Iraq",All others,"All others",FIN,"Finland",3
2019,SYR,"Syrian Arab Rep.",All others,"All others",USA,"United States of America",224
2019,SYR,"Syrian Arab Rep.",All others,"All others",AUS,"Australia",303
2019,SYR,"Syrian Arab Rep.",CUB,"Cuba",FRA,"France",6
2019,SYR,"Syrian Arab Rep.",All others,"All others",HRV,"Croatia",41
2019,IRQ,"Iraq",All others,"All others",FRA,"France",1
2019,SYR,"Syrian Arab Rep.",All others,"All others",BEL,"Belgium",744
2019,SYR,"Syrian Arab Rep.",All others,"All others",IRL,"Ireland",851
2019,IRQ,"Iraq",All others,"All others",GBR,"United Kingdom of Great Britain and Northern Ireland",205
2019,SYR,"Syrian Arab Rep.",All others,"All others",BGR,"Bulgaria",168
2019,SYR,"Syrian Arab Rep.",All others,"All others",ITA,"Italy",410
2019,IRQ,"Iraq",All others,"All others",IRL,"Ireland",17
2019,IRQ,"Iraq",All others,"All others",AUS,"Australia",1351
2019,SYR,"Syrian Arab Rep.",All others,"All others",CAN,"Canada",6515
2019,SYR,"Syrian Arab Rep.",All others,"All others",MLT,"Malta",17
2019,IRQ,"Iraq",All others,"All others",NLD,"Netherlands",7
2019,IRQ,"Iraq",All others,"All others",CAN,"Canada",577
2019,SYR,"Syrian Arab Rep.",All others,"All others",CHE,"Switzerland",1073
