Year,Country_of_Origin_ISO,Country_of_Origin,Country_of_Asylum,Country_of_Asylum_ISO,Country_of_Resettlement_ISO,Country_of_Resettlement,Total_submissons_persons
2018,SYR,"Syrian Arab Rep.",TUR,"Turkey",AUS,"Australia",1
2018,SYR,"Syrian Arab Rep.",TUR,"Turkey",HRV,"Croatia",330
2018,SYR,"Syrian Arab Rep.",SRB,"Serbia and Kosovo: S/RES/1244 (1999)",FIN,"Finland",5
2018,SYR,"Syrian Arab Rep.",TUR,"Turkey",NLD,"Netherlands",1702
2018,SYR,"Syrian Arab Rep.",TUR,"Turkey",DEU,"Germany",3928
2018,SYR,"Syrian Arab Rep.",TUR,"Turkey",BGR,"Bulgaria",66
2019,SYR,"Syrian Arab Rep.",TUR,"Turkey",HRV,"Croatia",41
2019,SYR,"Syrian Arab Rep.",TUR,"Turkey",FIN,"Finland",549
2019,IRQ,"Iraq",TUR,"Turkey",AUS,"Australia",339
2019,SYR,"Syrian Arab Rep.",TUR,"Turkey",NLD,"Netherlands",811
2019,SYR,"Syrian Arab Rep.",TUR,"Turkey",DEU,"Germany",4881
2019,SYR,"Syrian Arab Rep.",TUR,"Turkey",BGR,"Bulgaria",168
2019,SYR,"Syrian Arab Rep.",TUR,"Turkey",NZL,"New Zealand",11
2019,SYR,"Syrian Arab Rep.",RUS,"Russian Federation",FIN,"Finland",3
2019,SYR,"Syrian Arab Rep.",TUR,"Turkey",EST,"Estonia",5
2019,SYR,"Syrian Arab Rep.",TUR,"Turkey",ROU,"Romania",77
2019,SYR,"Syrian Arab Rep.",TUR,"Turkey",FRA,"France",821
2019,IRQ,"Iraq",TUR,"Turkey",DEU,"Germany",3
2019,SYR,"Syrian Arab Rep.",TUR,"Turkey",ESP,"Spain",518
2019,IRQ,"Iraq",TUR,"Turkey",CAN,"Canada",144
2019,SYR,"Syrian Arab Rep.",TUR,"Turkey",GBR,"United Kingdom of Great Britain and Northern Ireland",253
2019,SYR,"Syrian Arab Rep.",TUR,"Turkey",ITA,"Italy",31
2019,SYR,"Syrian Arab Rep.",TUR,"Turkey",BEL,"Belgium",473
2019,IRQ,"Iraq",TUR,"Turkey",ESP,"Spain",1
2019,SYR,"Syrian Arab Rep.",TUR,"Turkey",CAN,"Canada",1926
2019,SYR,"Syrian Arab Rep.",TUR,"Turkey",SWE,"Sweden",699
2019,IRQ,"Iraq",TUR,"Turkey",GBR,"United Kingdom of Great Britain and Northern Ireland",57
2019,IRQ,"Iraq",TUR,"Turkey",PRT,"Portugal",265
2019,IRQ,"Iraq",TUR,"Turkey",USA,"United States of America",57
2019,SYR,"Syrian Arab Rep.",RUS,"Russian Federation",SWE,"Sweden",1
2019,SYR,"Syrian Arab Rep.",TUR,"Turkey",AUS,"Australia",8
2019,SYR,"Syrian Arab Rep.",TUR,"Turkey",PRT,"Portugal",423
2019,SYR,"Syrian Arab Rep.",TUR,"Turkey",USA,"United States of America",6
